,Domain Code,Domain,Area Code,Area,Indicator Code,Indicator,Sex Code,Sex,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
11,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",1,Total,2019,6199,Value,3023,Labour force survey,1000 No,36619.14,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
12,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",1,Total,2020,6199,Value,3023,Labour force survey,1000 No,35871.61,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
13,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",1,Total,2021,6199,Value,3023,Labour force survey,1000 No,35230.99,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
14,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2007,6199,Value,3023,Labour force survey,1000 No,17142.59,X,Figure from international organizations,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
15,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2009,6199,Value,3023,Labour force survey,1000 No,17677.0,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
16,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2010,6199,Value,3023,Labour force survey,1000 No,18355.33,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
17,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2011,6199,Value,3023,Labour force survey,1000 No,18510.98,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
18,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2012,6199,Value,3023,Labour force survey,1000 No,18537.53,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
19,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2013,6199,Value,3023,Labour force survey,1000 No,18827.97,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
20,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2014,6199,Value,3023,Labour force survey,1000 No,18792.86,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
21,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2015,6199,Value,3023,Labour force survey,1000 No,18779.95,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
22,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2016,6199,Value,3023,Labour force survey,1000 No,18698.42,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
23,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2017,6199,Value,3023,Labour force survey,1000 No,18992.15,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
24,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2018,6199,Value,3023,Labour force survey,1000 No,19182.77,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
25,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2019,6199,Value,3023,Labour force survey,1000 No,19145.27,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
26,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2020,6199,Value,3023,Labour force survey,1000 No,19038.71,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
27,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",2,Male,2021,6199,Value,3023,Labour force survey,1000 No,18411.05,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
28,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2007,6199,Value,3023,Labour force survey,1000 No,16955.85,X,Figure from international organizations,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
29,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2009,6199,Value,3023,Labour force survey,1000 No,16938.17,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
30,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2010,6199,Value,3023,Labour force survey,1000 No,17484.17,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
31,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2011,6199,Value,3023,Labour force survey,1000 No,17440.11,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
32,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2012,6199,Value,3023,Labour force survey,1000 No,17472.88,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
33,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2013,6199,Value,3023,Labour force survey,1000 No,17871.13,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
34,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2014,6199,Value,3023,Labour force survey,1000 No,17950.96,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
35,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2015,6199,Value,3023,Labour force survey,1000 No,17685.0,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
36,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2016,6199,Value,3023,Labour force survey,1000 No,17680.73,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
37,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2017,6199,Value,3023,Labour force survey,1000 No,17594.52,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
38,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2018,6199,Value,3023,Labour force survey,1000 No,17528.92,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
39,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2019,6199,Value,3023,Labour force survey,1000 No,17473.87,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
40,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2020,6199,Value,3023,Labour force survey,1000 No,16832.9,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
41,OER,Employment Indicators: Rural,237,Viet Nam,21087,"Employment by age, total (15+), rural areas",3,Female,2021,6199,Value,3023,Labour force survey,1000 No,16819.94,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
42,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2007,6199,Value,3023,Labour force survey,1000 No,6516.04,X,Figure from international organizations,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
43,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2009,6199,Value,3023,Labour force survey,1000 No,6764.93,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
44,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2010,6199,Value,3023,Labour force survey,1000 No,6876.3,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
45,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2011,6199,Value,3023,Labour force survey,1000 No,6220.1,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
46,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2012,6199,Value,3023,Labour force survey,1000 No,5663.24,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
47,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2013,6199,Value,3023,Labour force survey,1000 No,5754.17,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
48,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2014,6199,Value,3023,Labour force survey,1000 No,5401.76,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
49,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2015,6199,Value,3023,Labour force survey,1000 No,5554.26,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
50,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2016,6199,Value,3023,Labour force survey,1000 No,5162.68,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
51,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2017,6199,Value,3023,Labour force survey,1000 No,5155.35,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
52,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2018,6199,Value,3023,Labour force survey,1000 No,4798.24,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
53,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2019,6199,Value,3023,Labour force survey,1000 No,4681.98,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
54,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2020,6199,Value,3023,Labour force survey,1000 No,4057.17,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
55,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",1,Total,2021,6199,Value,3023,Labour force survey,1000 No,3648.51,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
56,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2007,6199,Value,3023,Labour force survey,1000 No,3398.91,X,Figure from international organizations,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
57,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2009,6199,Value,3023,Labour force survey,1000 No,3545.87,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
58,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2010,6199,Value,3023,Labour force survey,1000 No,3672.92,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
59,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2011,6199,Value,3023,Labour force survey,1000 No,3476.67,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
60,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2012,6199,Value,3023,Labour force survey,1000 No,3225.96,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
61,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2013,6199,Value,3023,Labour force survey,1000 No,3258.46,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
62,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2014,6199,Value,3023,Labour force survey,1000 No,3017.38,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
63,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2015,6199,Value,3023,Labour force survey,1000 No,3122.23,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
64,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2016,6199,Value,3023,Labour force survey,1000 No,2848.96,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
65,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2017,6199,Value,3023,Labour force survey,1000 No,2864.68,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
66,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2018,6199,Value,3023,Labour force survey,1000 No,2595.47,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
67,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2019,6199,Value,3023,Labour force survey,1000 No,2587.25,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
68,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2020,6199,Value,3023,Labour force survey,1000 No,2270.76,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
69,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",2,Male,2021,6199,Value,3023,Labour force survey,1000 No,2006.12,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
70,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2007,6199,Value,3023,Labour force survey,1000 No,3117.13,X,Figure from international organizations,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
71,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2009,6199,Value,3023,Labour force survey,1000 No,3219.06,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
72,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2010,6199,Value,3023,Labour force survey,1000 No,3203.38,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
73,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2011,6199,Value,3023,Labour force survey,1000 No,2743.43,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
74,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2012,6199,Value,3023,Labour force survey,1000 No,2437.29,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
75,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2013,6199,Value,3023,Labour force survey,1000 No,2495.72,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
76,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2014,6199,Value,3023,Labour force survey,1000 No,2384.38,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
77,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2015,6199,Value,3023,Labour force survey,1000 No,2432.03,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
78,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2016,6199,Value,3023,Labour force survey,1000 No,2313.73,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
79,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2017,6199,Value,3023,Labour force survey,1000 No,2290.68,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
80,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2018,6199,Value,3023,Labour force survey,1000 No,2202.78,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
81,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2019,6199,Value,3023,Labour force survey,1000 No,2094.73,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
82,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2020,6199,Value,3023,Labour force survey,1000 No,1786.42,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
83,OER,Employment Indicators: Rural,237,Viet Nam,21094,"Employment by age, 15 to 24, rural areas",3,Female,2021,6199,Value,3023,Labour force survey,1000 No,1642.39,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
84,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2007,6199,Value,3023,Labour force survey,1000 No,23485.5,X,Figure from international organizations,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
85,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2009,6199,Value,3023,Labour force survey,1000 No,23482.18,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
86,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2010,6199,Value,3023,Labour force survey,1000 No,24396.89,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
87,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2011,6199,Value,3023,Labour force survey,1000 No,24610.67,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
88,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2012,6199,Value,3023,Labour force survey,1000 No,24822.53,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
89,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2013,6199,Value,3023,Labour force survey,1000 No,24897.43,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
90,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2014,6199,Value,3023,Labour force survey,1000 No,25002.19,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
91,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2015,6199,Value,3023,Labour force survey,1000 No,24458.28,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
92,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2016,6199,Value,3023,Labour force survey,1000 No,24631.17,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
93,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2017,6199,Value,3023,Labour force survey,1000 No,24822.14,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
94,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2018,6199,Value,3023,Labour force survey,1000 No,25160.01,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
95,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2019,6199,Value,3023,Labour force survey,1000 No,25355.84,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
96,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2020,6199,Value,3023,Labour force survey,1000 No,25562.22,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
97,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",1,Total,2021,6199,Value,3023,Labour force survey,1000 No,23562.91,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
98,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2007,6199,Value,3023,Labour force survey,1000 No,11744.05,X,Figure from international organizations,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
99,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2009,6199,Value,3023,Labour force survey,1000 No,11966.4,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
100,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2010,6199,Value,3023,Labour force survey,1000 No,12451.57,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
101,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2011,6199,Value,3023,Labour force survey,1000 No,12508.03,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
102,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2012,6199,Value,3023,Labour force survey,1000 No,12600.77,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
103,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2013,6199,Value,3023,Labour force survey,1000 No,12608.28,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
104,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2014,6199,Value,3023,Labour force survey,1000 No,12689.49,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
105,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2015,6199,Value,3023,Labour force survey,1000 No,12484.08,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
106,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2016,6199,Value,3023,Labour force survey,1000 No,12613.73,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
107,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2017,6199,Value,3023,Labour force survey,1000 No,12788.39,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
108,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2018,6199,Value,3023,Labour force survey,1000 No,13113.44,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
109,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2019,6199,Value,3023,Labour force survey,1000 No,13221.18,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
110,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2020,6199,Value,3023,Labour force survey,1000 No,13434.94,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
111,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",2,Male,2021,6199,Value,3023,Labour force survey,1000 No,12442.8,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
112,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",3,Female,2007,6199,Value,3023,Labour force survey,1000 No,11741.45,X,Figure from international organizations,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
113,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",3,Female,2009,6199,Value,3023,Labour force survey,1000 No,11515.78,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
114,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",3,Female,2010,6199,Value,3023,Labour force survey,1000 No,11945.33,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
115,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",3,Female,2011,6199,Value,3023,Labour force survey,1000 No,12102.64,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
116,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",3,Female,2012,6199,Value,3023,Labour force survey,1000 No,12221.76,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
117,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",3,Female,2013,6199,Value,3023,Labour force survey,1000 No,12289.15,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
118,OER,Employment Indicators: Rural,237,Viet Nam,21095,"Employment by age, 25 to 54, rural areas",3,Female,2014,6199,Value,3023,Labour force survey,1000 No,12312.71,X,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
